#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2023-08-07 12:00:12 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 02088383 LITTLE RIVER NEAR ZEBULON, NC
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	02088383	0091	2018-10-25 14:10:30	EDT	Yes	JJW	USGS	1.78	22.1	Good	0.00	0.60	Clear	NONE
USGS	02088383	0092	2018-12-07 13:13:00	EST	Yes	JJW	USGS	2.05	53.0	Good	0.00	0.80	Clear	NONE
USGS	02088383	0093	2019-03-20 11:43:30	EDT	Yes	JJW/AJG	USGS	2.03	44.8	Fair	0.00	0.75	DebrisModerate	NONE
USGS	02088383	0094	2019-05-06 10:42:30	EDT	Yes	JJW	USGS	1.83	26.8	Fair	0.00	0.60	DebrisModerate	NONE
USGS	02088383	0095	2019-07-09 12:41:30	EDT	Yes	JJW	USGS	1.57	9.06	Good	0.00	0.50	Clear	NONE
USGS	02088383	0096	2019-08-28 14:24:00	EDT	Yes	JJW	USGS	1.75	17.7	Good	0.00	0.50	DebrisLight	NONE
USGS	02088383	97	2019-10-25 11:59:00	EDT	Yes	JJW	USGS	1.65	12.8	Good	0.00	0.50	DebrisLight	NONE
USGS	02088383	98	2019-12-17 13:45:00	EST	Yes	JJW	USGS	2.19	77.2	Good	0.00	0.80	Clear	NONE
USGS	02088383	0099	2020-02-07 10:43:38	EST	Yes	JJW/BJM	USGS	5.39	2270	Poor	-0.04	0.30	Clear	NONE
USGS	02088383	100	2020-04-07 11:18:00	EDT	Yes	JJW	USGS	1.84	32.2	Fair	-0.01	0.60	Clear	NONE
USGS	02088383	101	2020-06-05 13:04:00	EDT	Yes	JJW	USGS	1.75	21.2	Fair	0.00	0.50	Clear	NONE
USGS	02088383	102	2020-07-29 09:52:02	EDT	No									
USGS	02088383	103	2020-07-29 11:25:15	EDT	Yes	JJW/TMB	USGS	3.16	449	Fair	-0.03	0.40	Clear	NONE
USGS	02088383	104	2020-09-23 14:07:00	EDT	Yes	JJW/DFG	USGS	1.77	27.3	Fair	0.00	0.80	Clear	NONE
USGS	02088383	105	2020-12-11 14:13:00	EST	Yes	JJW	USGS	2.04	60.2	Fair	0.00	0.60	Clear	NONE
USGS	02088383	106	2021-01-27 13:34:14	EST	Yes	JJW	USGS	2.48	165	Fair	0.00	0.30	Clear	NONE
USGS	02088383	107	2021-03-10 12:43:30	EST	Yes	JJW	USGS	2.10	63.9	Fair	0.00	0.50	Clear	NONE
USGS	02088383	108	2021-05-05 13:40:30	EDT	Yes	JJW	USGS	1.75	19.5	Fair	0.00	0.50	Clear	NONE
USGS	02088383	109	2021-06-28 12:11:00	EDT	Yes	JJW	USGS	1.85	26.8	Good	0.00	0.70	Clear	NONE
USGS	02088383	110	2021-08-23 11:34:30	EDT	Yes	JJW	USGS	1.63	10.6	Fair	0.00	0.50	Clear	NONE
USGS	02088383	111	2021-10-22 12:07:30	EDT	Yes	JJW	USGS	1.53	3.23	Fair	0.00	0.50	DebrisModerate	NONE
USGS	02088383	112	2022-01-04 15:31:46	EST	Yes	JJW	USGS	2.97	372	Fair	-0.02	0.25	DebrisLight	NONE
USGS	02088383	0113	2022-02-07 09:53:00	EST	Yes	SAL/MVM	USGS	1.89	33.7	Good	0.01	1.00	DebrisLight	NONE
USGS	02088383	0114	2022-04-04 14:58:30	EDT	Yes	SAL/MVM/PMT	USGS	2.03	47.9	Poor	0.00	0.33	Clear	NONE
USGS	02088383	0115	2022-04-04 15:26:31	EDT	Yes	SAL/MVM/PMT	USGS	2.02	51.8	Poor	0.01	0.20	Clear	NONE
USGS	02088383	0116	2022-06-03 09:36:00	EDT	Yes	SAL/MVM	USGS	1.63	13.2	Poor	0.00	0.33	Unspecifed	NONE
USGS	02088383	0117	2022-06-03 09:54:59	EDT	Yes	SAL/MVM	USGS	1.63	13.3	Poor	0.00	0.33	Unspecifed	NONE
USGS	02088383	118	2022-07-25 14:38:30	EDT	Yes	SAL/MVM	USGS	1.51	6.47	Poor	0.00	1.00	VegetationModerate	NONE
USGS	02088383	0119	2022-09-20 09:12:30	EDT	Yes	SAL	USGS	1.48	4.63	Poor	0.00	0.65	Clear	NONE
USGS	02088383	0120	2022-09-28 09:23:00	EDT	Yes	SAL	USGS	1.24	1.58	Poor	0.00	0.58	Clear	NONE
USGS	02088383	0121	2022-10-31 13:45:24	EDT	Yes	SAL/MVM	USGS	1.58	5.40	Poor	0.00	0.66	Clear	NONE
USGS	02088383	0123	2023-01-17 15:12:10	EST	Yes	SAL/MVM/PJB	USGS	1.98	41.4	Good	0.01	0.25	Clear	NONE
USGS	02088383	0122	2023-01-17 15:30:01	EST	Yes	SAL/MVM/PJB	USGS	1.98	38.9	Fair	0.01	0.33	Clear	NONE
USGS	02088383	0124	2023-03-16 10:05:02	EDT	Yes	SAL/MVM	USGS	1.97	39.1	Fair	0.00	0.33	Clear	NONE
USGS	02088383	0125	2023-04-20 11:43:33	EDT	Yes	PJB/SAL	USGS	1.95	44.2	Fair	0.00	0.33	Clear	NONE
USGS	02088383	0126	2023-06-13 14:22:00	EDT	Yes	SAL/PJB	USGS	1.48	6.46	Poor	0.00	0.50	Clear	NONE
