#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2023-08-07 11:59:59 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 0208732885 MARSH CREEK NEAR NEW HOPE, NC
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	0208732885	33	1986-02-27		Yes	TKM	USGS	3.23	29.9	Fair	0.01	0.40	Clear	NONE
USGS	0208732885	34	1986-04-14		Yes	TKM	USGS	2.42	1.74	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	35	1986-05-20		Yes	TKM	USGS	2.96	15.5	Fair	-0.04	0.50	Clear	NONE
USGS	0208732885	36	1986-07-01		Yes	TKM	USGS	2.52	1.99	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	37	1986-08-11 08:15:00	EDT	Yes	TKM	USGS	2.36	0.76	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	38	1986-09-24 13:00:00	EDT	Yes	TKM	USGS	2.33	1.56	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	39	1986-11-06 14:45:00	EST	Yes	TKM	USGS	2.30	1.22	Fair	0.00	0.40	DebrisModerate	NONE
USGS	0208732885	40	1986-12-18 10:00:00	EST	Yes	TKM	USGS	2.37	2.44	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	41	1987-02-24 09:54:00	EST	Yes	tkm	USGS	2.94	19.4	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	42	1987-04-06 15:30:00	EDT	Yes	TAW/TKM	USGS	2.47	3.98	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	43	1987-06-16 10:30:00	EDT	Yes	TKM	USGS	2.37	2.10	Fair			DebrisLight	NONE
USGS	0208732885	44	1987-07-30 13:15:00	EDT	Yes	TKM	USGS	2.35	1.72	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	45	1987-10-09 15:13:00	EDT	Yes	TKM	USGS	2.31	2.37	Fair	0.00	0.20	Clear	NONE
USGS	0208732885	46	1987-11-10 09:14:00	EST	Yes	TKM	USGS	2.29	1.36	Fair	0.00	0.40	DebrisLight	NONE
USGS	0208732885	47	1987-12-15 08:57:00	EST	Yes	TKM	USGS	4.07	75.6	Good	-0.22	0.30	Clear	NONE
USGS	0208732885	48	1988-01-29 10:57:00	EST	Yes	TKM	USGS	2.57	4.14	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	49	1988-03-10 14:35:00	EST	Yes	TKM	USGS	2.73	11.0	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	50	1988-04-20 15:20:00	EDT	Yes	TKM	USGS	2.71	8.11	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	51	1988-06-01 13:36:00	EDT	Yes	TKM	USGS	2.36	1.40	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	52	1988-07-12 12:10:00	EDT	Yes	TKM	USGS	2.59	1.14	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	53	1988-08-19 08:55:00	EDT	Yes	RMJ	USGS	2.52	0.79	Fair	0.01	0.30	DebrisLight	NONE
USGS	0208732885	54	1988-10-05 16:18:00	EDT	Yes	TKM	USGS	2.68	3.76	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	55	1988-11-28 14:59:00	EST	Yes	TKM/RJA	USGS	3.69	55.0	Good	-0.07	0.30	Clear	NONE
USGS	0208732885	56	1989-01-12 09:15:00	EST	Yes	TKM	USGS	3.06	21.8	Fair	-0.01	0.50	Clear	NONE
USGS	0208732885	57	1989-03-27 14:20:00	EST	Yes	TLM	USGS	2.77	5.10	Fair	0.00	0.20	Clear	NONE
USGS	0208732885	58	1989-05-18 15:14:00	EDT	Yes	TKM	USGS	2.59	4.70	Good	0.00	0.40	Clear	NONE
USGS	0208732885	59	1989-07-12 13:58:00	EDT	Yes	TKM	USGS	2.86	3.57	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	60	1989-09-08 09:43:00	EDT	Yes	TKM	USGS	2.62	2.37	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	61	1989-10-31 14:40:00	EST	Yes	TKM	USGS	2.50	3.26	Good	0.01	0.50	Clear	NONE
USGS	0208732885	62	1990-01-15 09:48:00	EST	Yes	TLM	USGS	2.57	3.13	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	63	1990-03-06 09:45:00	EST	Yes	AJP	USGS	2.56	5.50	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	64	1990-04-23 15:20:00	EDT	Yes	TKM	USGS	2.51	6.67	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	65	1990-06-06 15:23:00	EDT	Yes	TKM/VLP	USGS	2.61	3.54	Fair	-0.01	1.20	DebrisLight	NONE
USGS	0208732885	66	1990-07-18 14:40:00	EDT	Yes	TKM/VLP	USGS	2.61	7.17	Fair	-0.02	0.50	Clear	NONE
USGS	0208732885	67	1990-09-04 17:17:00	EDT	Yes	TKM	USGS	2.52	2.01	Fair	0.00	0.30	DebrisHeavy	NONE
USGS	0208732885	68	1990-10-03 13:29:00	EDT	Yes	TKM	USGS	2.48	1.31	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	69	1991-01-08 12:43:00	EST	Yes	tkm	USGS	2.98	12.6	Fair	0.00	0.30	Clear	NONE
USGS	0208732885	70	1991-03-01 15:05:00	EST	Yes	SAF	USGS	2.46	2.21	Fair	0.00	1.00	Clear	NONE
USGS	0208732885	71	1991-04-08 15:43:00	EDT	Yes	TKM/RES	USGS	2.51	3.15	Good	0.00	0.50	Clear	NONE
USGS	0208732885	72	1991-05-21 13:48:00	EDT	Yes	TKM/RES	USGS	2.74	9.82	Good	-0.02	0.50	Clear	NONE
USGS	0208732885	73	1991-07-03 11:01:00	EDT	Yes	TLM/JRE	USGS	3.05	21.7	Good	-0.08	0.60	Clear	NONE
USGS	0208732885	74	1991-07-08 13:53:00	EDT	Yes	TLM/JRE	USGS	2.19	2.61	Poor	0.00	0.40	Clear	NONE
USGS	0208732885	75	1991-07-29 11:45:00	EDT	Yes	TLM/JRE	USGS	2.63	11.3	Good	0.09	0.30	Clear	NONE
USGS	0208732885	76	1991-08-20 14:10:00	EDT	Yes	TLM	USGS	2.23	2.64	Good	-0.01	0.30	Clear	NONE
USGS	0208732885	77	1991-10-01 17:16:00	EDT	Yes	TLM	USGS	2.16	1.56	Good	0.00	0.20	Clear	NONE
USGS	0208732885	78	1991-11-20 11:02:00	EST	Yes	TLM/MLL	USGS	2.24	1.14	Good	0.01	0.30	DebrisLight	NONE
USGS	0208732885	79	1992-01-13 11:00:00	EST	Yes	TLM/GDC	USGS	2.29	3.04	Good	-0.01	0.30	DebrisLight	NONE
USGS	0208732885	80	1992-02-19 11:22:00	EST	Yes	TLM/MAP	USGS	2.59	7.99	Good	-0.02	0.60	Clear	NONE
USGS	0208732885	81	1992-03-26 16:59:00	EST	Yes	TLM	USGS	2.96	27.7	Good	-0.05	0.40	Clear	NONE
USGS	0208732885	82	1992-05-11 10:25:00	EDT	Yes	tlm	USGS	2.26	2.63	Good	0.01	0.50	Clear	NONE
USGS	0208732885	83	1992-07-22 09:29:00	EDT	Yes	TLM	USGS	2.36	2.17	Good	0.00	0.30	Clear	NONE
USGS	0208732885	84	1992-10-01 15:40:00	EDT	Yes	TLM	USGS	2.31	1.43	Good	0.00	0.20	Clear	NONE
USGS	0208732885	85	1992-11-23 16:12:00	EST	Yes	WSC/BAB	USGS	2.56	3.30	Fair	0.00	0.60		NONE
USGS	0208732885	86	1993-09-08 13:11:00	EDT	Yes	AJP	USGS	2.38	2.14	Good	0.00	0.50	Clear	NONE
USGS	0208732885	87	1993-10-04 15:03:00	EDT	Yes	JMT/AJP	USGS	2.25	0.72	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	88	1993-11-17 13:00:00	EST	Yes	AJP	USGS	2.37	1.40	Poor	0.00	0.50	DebrisLight	NONE
USGS	0208732885	89	1994-01-03 11:23:00	EST	Yes	AJP	USGS	2.50	7.38	Fair	0.00	0.70	Clear	NONE
USGS	0208732885	90	1994-02-16 11:33:00	EST	Yes	AJP	USGS	2.40	3.72	Good	0.00	0.70	Clear	NONE
USGS	0208732885	91	1994-02-24 16:10:00	EST	Yes	AJP	USGS	3.03	28.5	Good	-0.02	0.40	Clear	NONE
USGS	0208732885	92	1994-04-05 09:45:00	EDT	Yes	AJP/RLT	USGS	2.31	3.30	Fair	0.00	0.60	Clear	NONE
USGS	0208732885	93	1994-05-11 11:15:00	EDT	Yes	RLT	USGS	2.24	2.32	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	94	1994-06-06 12:50:00	EDT	Yes	RLT	USGS	2.17	1.47	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	95	1994-07-27 13:25:00	EDT	Yes	RLT	USGS	2.43	8.91	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	96	1994-09-13 12:30:00	EDT	Yes	RLT	USGS	2.03	1.18	Fair	0.00	0.40	Clear	NONE
USGS	0208732885	97	1994-10-04 07:27:00	EDT	Yes	GDC	USGS	1.99	0.56	Poor	0.00	1.00	DebrisHeavy	NONE
USGS	0208732885	98	1994-10-18 07:52:00	EDT	Yes	GDC/BAA	USGS	2.11	2.07	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	99	1994-11-14 14:40:00	EST	Yes	RLT	USGS	2.11	1.35	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	100	1995-01-04 10:05:00	EST	Yes	RLT	USGS	2.06	1.68	Fair	0.00	0.50	DebrisModerate	NONE
USGS	0208732885	101	1995-03-07 08:27:00	EST	Yes	GDC	USGS	2.39	8.18	Fair	-0.01	1.10	DebrisModerate	NONE
USGS	0208732885	102	1995-05-11 12:45:00	EDT	Yes	DGS	USGS	2.12	3.89	Fair	0.00	0.60	Clear	NONE
USGS	0208732885	103	1995-07-31 14:46:00	EDT	Yes	DGS	USGS	1.91	1.10	Fair	-0.01	0.50		NONE
USGS	0208732885	104	1995-10-05 10:35:00	EDT	Yes	WJH	USGS	3.50	63.3	Unspecified	-0.03	0.80		NONE
USGS	0208732885	105	1995-10-05 11:55:00	EDT	Yes	WJH	USGS	3.63	79.9	Unspecified	-0.20	0.70		NONE
USGS	0208732885	106	1995-10-11 16:10:00	EDT	Yes	DGS	USGS	2.46	2.50	Fair	0.00	0.50		NONE
USGS	0208732885	107	1995-12-05 11:10:00	EST	Yes	GDC/FRK	USGS	2.04	2.73	Good	0.00	0.50	Clear	NONE
USGS	0208732885	108	1996-01-18 09:00:00	EST	Yes	GDC/SDE	USGS	2.31	8.72	Poor	-0.01	0.50	Clear	NONE
USGS	0208732885	109	1996-03-12 08:45:00	EST	Yes	FRK/SDE	USGS	2.12	4.39	Good	0.01	0.50	Clear	NONE
USGS	0208732885	110	1996-03-21 09:07:00	EST	Yes	SDE	USGS	2.12	4.58	Good	0.00	1.00	Clear	NONE
USGS	0208732885	111	1996-04-01 10:33:00	EST	Yes	GDC/SDE	USGS	2.40	12.7	Good	-0.02	0.80	Clear	NONE
USGS	0208732885	113	1996-04-30 07:45:00	EDT	Yes	GDC	USGS	7.91	466	Fair	0.20	0.80	Clear	NONE
USGS	0208732885	114	1996-04-30 11:21:00	EDT	Yes	SDE/GDC	USGS	6.79	352	Fair	-0.31	0.50	Clear	NONE
USGS	0208732885	115	1996-04-30 14:25:00	EDT	Yes	GDC/SDE	USGS	4.92	193	Fair	-0.16	0.50	Clear	NONE
USGS	0208732885	116	1996-05-02 14:52:00	EDT	Yes	SDE	USGS	2.32	6.05	Good	0.00	0.70	DebrisLight	NONE
USGS	0208732885	117	1996-05-23 16:30:00	EDT	Yes	SDE	USGS	2.15	2.24	Good	0.00	0.50	Clear	NONE
USGS	0208732885	118	1996-06-06 10:30:00	EDT	Yes	FRK/BAA	USGS	2.57	17.2	Good	-0.04	0.50	Clear	NONE
USGS	0208732885	119	1996-06-12 10:45:00	EDT	Yes	SDE	USGS	2.34	7.40	Good	-0.01	0.60	Clear	NONE
USGS	0208732885	120	1996-07-09 08:00:00	EDT	Yes	SDE	USGS	2.47	13.8	Fair	-0.02	0.50	DebrisLight	NONE
USGS	0208732885	121	1996-07-24 12:00:00	EDT	Yes	SDE	USGS	2.04	1.89	Fair	-0.01	0.10	DebrisLight	NONE
USGS	0208732885	122	1996-08-28 07:45:00	EDT	Yes	SDE	USGS	2.14	2.44	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	123	1996-09-06		Yes	TCS	USGS	13.33	3900	Unspecified			Clear	NONE
USGS	0208732885	124	1996-09-06 10:00:00	EDT	Yes	GDC/DAW	USGS	9.71	737	Poor	-0.86	0.80	Clear	NONE
USGS	0208732885	125	1996-09-09 14:45:00	EDT	Yes	SDE	USGS	2.92	14.3	Fair	-0.02	0.80	Clear	NONE
USGS	0208732885	126	1996-10-04 09:45:00	EDT	Yes	SDE	USGS	2.45	2.74	Good	0.00	0.50	DebrisLight	NONE
USGS	0208732885	127	1996-10-08 10:05:00	EDT	Yes	SDE/BCR	USGS	9.63	752	Good	0.06	0.50		NONE
USGS	0208732885	128	1996-11-20 14:16:00	EST	Yes	SDE	USGS	2.53	3.94	Poor	0.00	0.50	DebrisLight	NONE
USGS	0208732885	129	1997-01-09 11:23:00	EST	Yes	SDE	USGS	6.07	181	Fair	0.07	1.00	Clear	NONE
USGS	0208732885	130	1997-02-14 14:36:00	EST	Yes	SDE/FRK	USGS	4.86	97.4	Fair	0.09	0.30	Clear	NONE
USGS	0208732885	131	1997-02-18 14:36:00	EST	Yes	SDE	USGS	3.48	5.28	Good	0.00	0.50	DebrisLight	NONE
USGS	0208732885	132	1997-02-18 15:49:00	EST	Yes	SDE	USGS	3.48	5.37	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	133	1997-03-21 09:43:00	EST	Yes	SDE	USGS	3.57	7.99	Fair	0.00	0.60	Clear	NONE
USGS	0208732885	134	1997-04-17 07:15:00	EDT	Yes	SDE	USGS	3.37	3.18	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	135	1997-04-23 09:18:00	EDT	Yes	GDC	USGS	4.45	55.2	Fair	-0.17	1.10	Clear	NONE
USGS	0208732885	136	1997-04-24 09:06:00	EDT	Yes	BAA	USGS	3.67	10.6	Good	-0.02	1.00	Clear	NONE
USGS	0208732885	137	1997-04-29 11:36:00	EDT	Yes	SDE	USGS	5.15	131	Fair	-0.07	0.20	Clear	NONE
USGS	0208732885	138	1997-05-14 10:30:00	EDT	Yes	SDE	USGS	3.41	3.57	Good	0.00	0.50	DebrisLight	NONE
USGS	0208732885	139	1997-06-04 09:12:00	EDT	Yes	SDE	USGS	3.82	15.6	Fair	-0.01	0.30	Clear	NONE
USGS	0208732885	140	1997-06-27 12:00:00	EDT	Yes	SDE	USGS	3.60	7.78	Fair	-0.01	0.50	Clear	NONE
USGS	0208732885	141	1997-07-24 12:45:00	EDT	Yes	BAA/DAW	USGS	10.26	1290	Fair	1.00	1.00	Clear	NONE
USGS	0208732885	142	1997-08-11 11:15:00	EDT	Yes	FRK	USGS	3.30	1.98	Good	0.00	0.50	Clear	NONE
USGS	0208732885	143	1997-08-20 12:36:00	EDT	Yes	SDE	USGS	3.25	1.26	Fair	0.00	0.60	DebrisLight	NONE
USGS	0208732885	144	1997-10-14 08:55:00	EDT	Yes	SDE/TDF	USGS	3.29	0.96	Fair	0.00	0.80	DebrisModerate	NONE
USGS	0208732885	145	1997-12-16 14:50:00	EST	Yes	JMT	USGS	3.37	2.30	Fair	0.00	0.70		NONE
USGS	0208732885	146	1998-02-02 15:13:00	EST	Yes	JMT	USGS	3.54	4.92	Good	0.00	0.50	DebrisLight	NONE
USGS	0208732885	147	1998-03-19 08:16:00	EST	Yes	SDE/JMT	USGS	8.99	819	Fair	0.00	0.50		NONE
USGS	0208732885	148	1998-03-19 09:06:00	EST	Yes	SDE/JMT	USGS	8.74	746	Fair	-0.25	0.50		NONE
USGS	0208732885	149	1998-03-19 10:30:00	EST	Yes	SDE/JMT	USGS	7.73	556	Fair	-0.47	0.50		NONE
USGS	0208732885	150	1998-03-30 10:22:00	EST	Yes	BAA	USGS	3.51	3.66	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	151	1998-05-20 09:42:00	EDT	Yes	BAA	USGS	3.42	2.45	Fair	0.00	1.00	DebrisModerate	NONE
USGS	0208732885	152	1998-06-25 07:09:00	EDT	Yes	BAA	USGS	3.36	1.16	Poor	0.01	0.80	DebrisModerate	NONE
USGS	0208732885	153	1998-08-13 08:45:00	EDT	Yes	BAA	USGS	3.36	1.44	Fair	0.00	1.00	DebrisHeavy	NONE
USGS	0208732885	154	1998-10-08 09:47:00	EDT	Yes	BAA	USGS	4.07	28.9	Fair	0.40	0.50	DebrisLight	NONE
USGS	0208732885	155	1998-11-23 09:00:00	EST	Yes	PSS	USGS	3.38	1.65	Poor	0.00	1.00	DebrisHeavy	NONE
USGS	0208732885	156	1999-02-01 15:45:00	EST	Yes	PSS	USGS	3.45	4.09	Poor	0.25	1.00	Clear	NONE
USGS	0208732885	157	1999-03-03 16:00:00	EST	Yes	PSS	USGS	3.90	20.6	Good	0.12	1.00	Clear	NONE
USGS	0208732885	158	1999-04-07 09:30:00	EDT	Yes	PSS	USGS	3.36	2.97	Good	0.00	1.00	DebrisLight	NONE
USGS	0208732885	159	1999-05-14 10:22:00	EDT	Yes	JMT	USGS	3.70	10.0	Poor	-0.02	0.70	Clear	NONE
USGS	0208732885	160	1999-06-09 13:20:00	EDT	Yes	TLM	USGS	3.22	0.91	Poor	-0.01	0.30	Clear	NONE
USGS	0208732885	161	1999-06-30 17:20:00	EDT	Yes	CTH	USGS	3.25	1.04	Poor	0.00	0.80	DebrisLight	NONE
USGS	0208732885	162	1999-08-18 10:20:00	EDT	Yes	CTH	USGS	3.27	1.75	Fair	0.00	0.80	Clear	NONE
USGS	0208732885	164	1999-09-05 11:15:00	EDT	Yes	GDC/JIM	USGS	8.13	713	Unspecified	0.16	0.20	Unspecifed	NONE
USGS	0208732885	163	1999-09-05 11:30:00	EDT	Yes	GDC/JIM	USGS	8.08	717	Unspecified	0.03	0.20	Unspecifed	NONE
USGS	0208732885	165	1999-10-14 13:28:00	EDT	Yes	DMH/DGS	USGS	3.38	2.61	Fair	0.00	0.80	DebrisLight	NONE
USGS	0208732885	166	1999-12-07 15:35:00	EST	Yes	DMH/BCR	USGS	3.52	4.99	Fair	0.00	0.70	DebrisLight	NONE
USGS	0208732885	167	2000-01-19 13:45:00	EST	Yes	DMH	USGS	3.51	4.22	Fair	0.00	0.60	Clear	NONE
USGS	0208732885	168	2000-02-23 12:24:00	EST	Yes	DMH	USGS	3.45	3.81	Fair	0.00	0.70	DebrisLight	NONE
USGS	0208732885	169	2000-04-21 08:45:00	EDT	Yes	DMH	USGS	3.63	3.56	Fair	0.00	0.70	DebrisModerate	NONE
USGS	0208732885	170	2000-04-21 09:53:00	EDT	Yes	DMH	USGS	3.63	3.61	Good	0.00	0.70	DebrisModerate	NONE
USGS	0208732885	171	2000-06-01 14:15:00	EDT	Yes	DMH	USGS	3.52	2.26	Fair	0.00	0.80	DebrisLight	NONE
USGS	0208732885	172	2000-07-05 12:15:00	EDT	Yes	DMH	USGS	3.39	1.04	Fair	0.00	0.60	DebrisLight	NONE
USGS	0208732885	173	2000-08-24 07:45:00	EDT	Yes	DMH	USGS	3.38	1.30	Fair	-0.01	0.50	DebrisLight	NONE
USGS	0208732885	174	2000-10-02 13:33:00	EDT	Yes	GDC	USGS	3.43	2.03	Poor	0.00	0.50	DebrisLight	NONE
USGS	0208732885	175	2000-11-28 14:22:00	EST	Yes	GDC	USGS	3.48	3.20	Fair	0.00	0.40	DebrisLight	NONE
USGS	0208732885	176	2001-01-16 13:10:00	EST	Yes	GDC	USGS	3.40	1.90	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	177	2001-03-19 11:10:00	EST	Yes	TLM	USGS	3.43	3.37	Good	0.00	0.40	Clear	NONE
USGS	0208732885	178	2001-05-03 09:30:00	EDT	Yes	GDC	USGS	3.36	1.90	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	179	2001-06-27 11:08:00	EDT	Yes	TLM	USGS	3.56	4.96	Good	0.00	0.40	Clear	NONE
USGS	0208732885	180	2001-07-27 10:15:00	EDT	Yes	GDC	USGS	7.34	540	Fair	-0.61	0.30	DebrisLight	NONE
USGS	0208732885	181	2001-10-12 11:00:00	EDT	Yes	GDC	USGS	3.34	1.10	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	182	2001-10-31 13:45:00	EST	Yes	DMH	USGS	3.61	0.98	Fair	0.00	0.50	DebrisHeavy	NONE
USGS	0208732885	183	2001-12-03 13:09:00	EST	Yes	GDC	USGS	3.37	2.54	Poor	0.00	1.00	DebrisLight	NONE
USGS	0208732885	184	2002-02-01 11:12:00	EST	Yes	GDC/GLM	USGS	3.44	3.15	Fair	0.00	0.50	DebrisModerate	NONE
USGS	0208732885	185	2002-02-21 15:31:00	EST	Yes	PSS/GLM	USGS	3.41	2.46	Poor	0.00	0.60	Clear	NONE
USGS	0208732885	186	2002-03-13 11:10:00	EST	Yes	PSS/GLM	USGS	3.47	3.66	Fair	0.00	0.70	DebrisLight	NONE
USGS	0208732885	187	2002-04-05 16:15:00	EST	Yes	JMT	USGS	3.43	3.10	Poor	0.00	0.60	DebrisLight	NONE
USGS	0208732885	188	2002-06-13 14:42:00	EDT	Yes	GLM	USGS	3.17	0.57	Poor	0.00	0.30	DebrisLight	NONE
USGS	0208732885	189	2002-08-05 15:34:00	EDT	Yes	GDC	USGS	3.23	0.60	Poor	0.00	0.30	DebrisLight	NONE
USGS	0208732885	190	2002-09-03 11:22:00	EDT	Yes	GDC	USGS	3.48	4.46	Good	0.00	0.50	Clear	NONE
USGS	0208732885	191	2002-10-03 10:52:00	EDT	Yes	GDC	USGS	3.31	1.41	Poor	-0.01	0.40	DebrisLight	NONE
USGS	0208732885	192	2002-11-19 14:30:00	EST	Yes	GDC	USGS	3.61	6.13	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	193	2003-01-14 11:23:00	EST	Yes	GDC	USGS	3.42	3.04	Fair	0.00	0.50	DebrisLight	NONE
USGS	0208732885	194	2003-03-18 08:33:00	EST	Yes	BAA	USGS	3.60	6.22	Unspecified	0.00	0.60	DebrisLight	NONE
USGS	0208732885	195	2003-04-10 09:30:00	EDT	Yes	GDC	USGS	5.43	167	Fair	-0.08	0.20	Clear	NONE
USGS	0208732885	196	2003-05-27 09:28:00	EDT	Yes	JKH	USGS	3.55	5.55	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	197	2003-07-28 15:40:00	EDT	Yes	GDC	USGS	3.32	1.90	Poor	0.00	0.30	Clear	NONE
USGS	0208732885	198	2003-10-16 13:05:00	EDT	Yes	GDC	USGS	3.46	3.49	Fair	0.00	0.50	Clear	NONE
USGS	0208732885	199	2003-11-24 11:37:00	EST	Yes	GLM	USGS	3.38	2.93	Poor	0.00	0.40	Clear	NONE
