#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2023-08-07 11:59:54 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 02087275 CRABTREE CREEK AT HWY 70 AT RALEIGH, NC
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	02087275	54	1999-04-23 12:49:00	EDT	Yes	JMT	USGS	4.58	24.3	Fair	0.00	0.70		NONE
USGS	02087275	55	1999-05-24 09:45:00	EDT	Yes	CTH	USGS	4.50	21.2	Fair	-0.01	1.50	Clear	NONE
USGS	02087275	56	1999-06-30 14:10:00	EDT	Yes	CTH	USGS	4.31	11.6	Fair	0.00	1.50	Clear	NONE
USGS	02087275	57	1999-08-05 11:41:00	EDT	Yes	JIM	USGS	4.22	9.03	Fair	0.00	0.50	DebrisModerate	NONE
USGS	02087275	58	1999-08-17 11:05:00	EDT	Yes	CTH	USGS	4.59	26.9	Fair	-0.03	1.60	Clear	NONE
USGS	02087275	59	1999-08-24 11:15:00	EDT	Yes	JMT	USGS	4.41	15.6	Fair	0.00	0.80		NONE
USGS	02087275	61	1999-09-17 11:13:00	EDT	Yes	B_H	USGS	11.53	1870	Fair	0.00	1.30	Unspecifed	NONE
USGS	02087275	60	1999-09-17 11:35:00	EDT	Yes	B_H/T__	USGS	11.56	1910	Fair	-0.02	2.00	Unspecifed	NONE
USGS	02087275	62	1999-10-12 15:00:00	EDT	Yes	DMH/JMT	USGS	4.93	47.3	Good	0.00	0.70		NONE
USGS	02087275	63	1999-12-06 13:43:00	EST	Yes	DMH/BCR	USGS	5.09	64.8	Good	-0.10	0.60	Clear	NONE
USGS	02087275	64	2000-01-14 10:00:00	EST	Yes	DMH	USGS	5.93	179	Good	-0.03	0.80	Clear	NONE
USGS	02087275	65	2000-02-22 12:45:00	EST	Yes	DMH	USGS	5.52	118	Good	-0.01	0.80	Clear	NONE
USGS	02087275	66	2000-04-26 12:06:00	EDT	Yes	DMH	USGS	5.13	67.9	Good	-0.01	0.60	Clear	NONE
USGS	02087275	67	2000-05-30 14:30:00	EDT	Yes	DMH	USGS	4.47	19.1	Good	-0.01	0.70	Clear	NONE
USGS	02087275	68	2000-07-05 08:30:00	EDT	Yes	DMH	USGS	4.34	15.4	Good	-0.01	0.80	DebrisLight	NONE
USGS	02087275	69	2000-07-24 11:32:00	EDT	Yes	JIM/SMH	USGS	8.53	780	Poor	-0.10	0.50	Unspecifed	NONE
USGS	02087275	70	2000-08-21 14:45:00	EDT	Yes	DMH	USGS	4.39	17.1	Good	-0.02	0.80	Clear	NONE
USGS	02087275	71	2000-10-02 11:15:00	EDT	Yes	GDC	USGS	4.87	45.0	Good	0.01	0.50	Clear	NONE
USGS	02087275	72	2000-11-29 13:28:00	EST	Yes	GDC	USGS	4.95	64.0	Fair	0.02	0.70	Clear	NONE
USGS	02087275	73	2001-02-01 10:38:00	EST	Yes	GDC/SMH	USGS	4.75	38.6	Fair	0.00	0.80	Clear	NONE
USGS	02087275	74	2001-03-22 12:20:00	EST	Yes	TLM/SMH	USGS	9.60	1090	Fair			DebrisModerate	NONE
USGS	02087275	75	2001-05-01 09:30:00	EDT	Yes	SMH/GDC	USGS	4.64	28.2	Fair	0.02	0.60	Clear	NONE
USGS	02087275	76	2001-06-29 08:30:00	EDT	Yes	SMH/TLM	USGS	5.04	57.8	Good	0.00	0.60	Clear	NONE
USGS	02087275	77	2001-07-26 10:33:00	EDT	Yes	SMH	USGS	4.66	28.1	Fair	0.13	0.80	DebrisLight	NONE
USGS	02087275	78	2001-09-12 13:49:00	EDT	Yes	SMH	USGS	4.37	18.5	Good	-0.02	0.70	Clear	NONE
USGS	02087275	79	2001-10-01 14:08:00	EDT	Yes	SMH	USGS	4.35	15.9	Good	-0.02	0.70	Clear	NONE
USGS	02087275	80	2001-12-17 09:37:00	EST	Yes	SMH	USGS	4.45	22.1	Good	0.00	0.50	Clear	NONE
USGS	02087275	81	2002-01-29 15:35:00	EST	Yes	SMH	USGS	5.47	105	Good	0.01	0.50	Clear	NONE
USGS	02087275	82	2002-03-26 10:45:00	EST	Yes	SMH	USGS	4.81	40.5	Good	-0.02	0.80	Clear	NONE
USGS	02087275	83	2002-05-28 10:30:00	EDT	Yes	PSS	USGS	4.34	12.7	Fair	0.01	1.00	Clear	NONE
USGS	02087275	84	2002-05-28 11:28:00	EDT	Yes	PSS	USGS	4.33	13.0	Poor	0.00	0.50	Clear	NONE
USGS	02087275	85	2002-07-15 07:50:00	EDT	Yes	PSS	USGS	4.86	47.2	Good	-0.03	0.80	Clear	NONE
USGS	02087275	86	2002-08-16 14:45:00	EDT	Yes	PSS	USGS	4.41	17.1	Fair	0.00	0.80		NONE
USGS	02087275	87	2002-09-03 12:10:00	EDT	Yes	PSS	USGS	5.92	170	Fair	0.02	0.80	Clear	NONE
USGS	02087275	88	2002-10-16 15:45:00	EDT	Yes	glm	USGS	7.88	673	Poor	-0.07	1.00	DebrisModerate	NONE
USGS	02087275	89	2002-12-17 10:04:00	EST	Yes	PSS	USGS	5.95	198	Unspecified	0.02	1.50	Clear	NONE
USGS	02087275	90	2003-02-24 13:53:00	EST	Yes	BAA	USGS	7.72	568	Fair	-0.05	0.80	Unspecifed	NONE
USGS	02087275	91	2003-02-28 13:30:00	EST	Yes	JMT	USGS	9.62	985	Poor	-0.07	0.80	Unspecifed	NONE
USGS	02087275	92	2003-04-10 16:20:00	EDT	Yes	PSS	USGS	13.70	2350	Poor	0.05	1.30	DebrisHeavy	NONE
USGS	02087275	93	2003-06-04 08:34:00	EDT	Yes	JKH	USGS	5.04	55.5	Fair	0.02	0.70	Clear	NONE
USGS	02087275	94	2003-07-11 08:09:00	EDT	Yes	JKH	USGS	4.61	29.2	Fair	0.00	0.60	Clear	NONE
USGS	02087275	95	2003-10-03 09:22:00	EDT	Yes	JKH	USGS	4.57	24.6	Good	0.00	0.50	Clear	NONE
USGS	02087275	96	2003-11-24 08:30:00	EST	Yes	GLM	USGS	5.05	55.2	Good	-0.01	0.50	Clear	NONE
USGS	02087275	97	2004-01-06 08:46:00	EST	Yes	JKH	USGS	5.02	57.6	Good	-0.01	0.60	Clear	NONE
USGS	02087275	98	2004-03-23 09:55:00	EST	Yes	JKH	USGS	5.30	88.2	Good	0.00	0.50		NONE
USGS	02087275	99	2004-06-14 13:56:00	EDT	Yes	JRE/TLM	USGS	4.53	23.0	Good	-0.01	0.60	Clear	NONE
USGS	02087275	100	2004-07-28 07:45:00	EDT	Yes	JRE	USGS	5.21	79.1	Good	-0.03	1.30	Clear	NONE
USGS	02087275	101	2004-08-15 11:28:00	EDT	Yes	JIM/GDC	USGS	10.16	1310	Fair	0.26	0.30	Clear	NONE
USGS	02087275	102	2004-10-01 11:08:00	EDT	Yes	JIM	USGS	5.05	64.5	Fair	-0.03	0.50	DebrisLight	NONE
USGS	02087275	103	2004-11-29 12:21:00	EST	Yes	JIM	USGS	6.18	243	Poor	-0.01	0.70		NONE
USGS	02087275	104	2005-02-03 12:05:00	EST	Yes	GLM	USGS	5.25	81.4	Poor	0.05	0.30		NONE
USGS	02087275	105	2005-03-14 14:38:00	EST	Yes	GLM	USGS	5.34	95.7	Fair	0.01	0.60	Clear	NONE
USGS	02087275	106	2005-03-28 10:23:00	EST	Yes	TLM	USGS	6.59	358	Poor	-0.06	0.20	Clear	NONE
USGS	02087275	107	2005-03-28 10:51:00	EST	Yes	TLM	USGS	6.48	346	Poor	-0.04	0.20	Clear	NONE
USGS	02087275	108	2005-05-05 14:03:00	EDT	Yes	GLM	USGS	4.57	25.1	Fair	-0.01	0.50	Clear	NONE
USGS	02087275	109	2005-06-22 16:10:00	EDT	Yes	GLM	USGS	4.30	13.2	Fair	0.00	0.50	Clear	NONE
USGS	02087275	110	2005-08-03 13:28:00	EDT	Yes	GLM	USGS	5.15	75.6	Fair	0.00	0.50	Clear	NONE
USGS	02087275	111	2005-09-09 13:10:00	EDT	Yes	PSS	USGS	4.27	13.1	Fair	0.00	0.50	Clear	NONE
USGS	02087275	112	2005-09-28 11:07:00	EDT	Yes	GLM	USGS	4.40	17.5	Fair	-0.02	0.50	Clear	NONE
USGS	02087275	113	2005-10-06 12:00:00	EDT	Yes	GLM	USGS	4.33	13.2	Fair	0.00	0.50	Clear	NONE
USGS	02087275	114	2005-12-06 10:30:00	EST	Yes	SAD	USGS	7.44	548	Poor	-0.08	1.30	DebrisLight	NONE
USGS	02087275	115	2006-01-30 12:50:00	EST	Yes	SAD	USGS	4.73	40.2	Good	-0.01	0.80	Clear	NONE
USGS	02087275	116	2006-03-13 10:30:00	EST	Yes	SAD	USGS	4.60	30.6	Fair	-0.02	1.00	DebrisLight	NONE
USGS	02087275	117	2006-04-24 13:10:00	EDT	Yes	sad	USGS	5.61	132	Good	0.00	1.00	Clear	NONE
USGS	02087275	118	2006-06-08 10:03:00	EDT	Yes	sad	USGS	4.77	39.8	Fair	-0.01	0.80		NONE
USGS	02087275	119	2006-07-17 12:35:00	EDT	Yes	sad	USGS	4.48	19.1	Fair	-0.02	0.50	DebrisHeavy	NONE
USGS	02087275	120	2006-09-05 12:40:00	EDT	Yes	sad	USGS	8.16	677	Poor	-0.08	0.80	DebrisLight	NONE
USGS	02087275	121	2006-10-10 14:55:00	EDT	Yes	sad	USGS	5.38	94.1	Poor	0.02	1.00	Clear	NONE
USGS	02087275	122	2006-12-04 13:05:00	EST	Yes	sad	USGS	5.34	86.2	Fair	0.03	1.30		NONE
USGS	02087275	123	2007-01-16 14:28:00	EST	Yes	sad	USGS	4.98	56.8	Fair	0.01	1.00	DebrisLight	NONE
USGS	02087275	124	2007-03-07 10:23:00	EST	Yes	sad	USGS	5.17	71.4	Fair	-0.01	1.00	DebrisLight	NONE
USGS	02087275	125	2007-05-04 09:12:00	EDT	Yes	sad	USGS	4.50	22.1	Fair	0.00	0.80		NONE
USGS	02087275	126	2007-07-10 12:45:00	EDT	Yes	sad	USGS	4.30	12.9	Fair	0.00	0.50	Clear	NONE
USGS	02087275	127	2007-10-17 12:40:00	EDT	Yes	sad	USGS	4.24	10.3	Fair	0.01	0.50	Clear	NONE
USGS	02087275	128	2007-12-12 11:25:00	EST	Yes	GLM	USGS	4.32	12.2	Good	0.00	0.60	DebrisLight	NONE
USGS	02087275	129	2008-02-06 11:12:00	EST	Yes	GLM	USGS	5.00	52.1	Fair	-0.01	0.70	Clear	NONE
USGS	02087275	130	2008-03-06 09:12:00	EST	Yes	GLM	USGS	7.60	605	Poor	-0.01	0.40	Clear	NONE
USGS	02087275	131	2008-03-17 09:00:00	EDT	Yes	GLM/BJM	USGS	6.13	235	Poor	-0.02	0.60	Clear	NONE
USGS	02087275	132	2008-03-17 10:15:00	EDT	Yes	GLM/BJM	USGS	6.12	252	Poor	0.00	0.60	Clear	NONE
USGS	02087275	133	2008-04-09 09:45:00	EDT	Yes	PSS	USGS	5.69	129	Fair	-0.01	1.00	Clear	NONE
USGS	02087275	134	2008-05-22 09:19:00	EDT	Yes	GLM	USGS	5.40	92.2	Fair	-0.01	0.90	Clear	NONE
USGS	02087275	135	2008-07-03 13:35:00	EDT	Yes	GLM/SEF	USGS	5.02	53.7	Fair	0.02	1.20	Clear	NONE
USGS	02087275	136	2008-07-08 08:29:00	EDT	Yes	GLM/SEF	USGS	7.02	430	Poor	-0.06	0.80	Clear	NONE
USGS	02087275	137	2008-08-26 12:27:00	EDT	Yes	GLM	USGS	4.36	14.0	Good	-0.01	0.50	Clear	NONE
USGS	02087275	138	2008-08-28 12:00:00	EDT	Yes	BAA	USGS	8.62	837	Poor	-0.09	0.50	Unspecifed	NONE
USGS	02087275	139	2008-09-06 12:48:00	EDT	Yes	JIM/PSS	USGS	18.39	4300	Fair	-0.02	0.30	Unspecifed	NONE
USGS	02087275	140	2008-10-06 12:12:00	EDT	Yes	GLM	USGS	4.66	28.1	Fair	-0.03	0.50	Clear	NONE
USGS	02087275	141	2008-11-06 11:21:00	EST	Yes	BJM	USGS	5.17	61.6	Fair	-0.01	0.70	DebrisHeavy	NONE
USGS	02087275	142	2008-12-10 11:32:00	EST	Yes	GLM	USGS	4.72	32.4	Fair	-0.01	0.50	Clear	NONE
USGS	02087275	143	2009-02-09 11:24:00	EST	Yes	GLM	USGS	4.84	38.4	Fair	-0.03	0.70	Clear	NONE
USGS	02087275	144	2009-04-16 15:18:00	EDT	Yes	GLM	USGS	4.98	48.8	Fair	0.00	0.50	Clear	NONE
USGS	02087275	145	2009-06-16 10:26:00	EDT	Yes	GDC/JTH	USGS	8.79	830	Good	-0.10	0.10	Unspecifed	NONE
USGS	02087275	146	2009-06-16 11:01:00	EDT	Yes	GDC/JTH	USGS	8.75	810	Good	-0.01	0.10	Unspecifed	NONE
USGS	02087275	147	2009-07-14 12:50:30	EDT	Yes	GLM	USGS	4.41	15.2	Good	-0.01	0.40	Clear	NONE
USGS	02087275	148	2009-09-01 10:59:00	EDT	Yes	GLM	USGS	4.41	16.7	Fair	0.00	0.50	Clear	NONE
USGS	02087275	149	2009-10-22 12:11:30	EDT	Yes	GLM	USGS	4.46	18.4	Good	0.00	0.70	DebrisLight	NONE
USGS	02087275	150	2010-01-05 10:50:30	EST	Yes	EMS	USGS	4.99	44.3	Fair	0.00	0.50	Unspecifed	NONE
USGS	02087275	151	2010-02-11 13:30:00	EST	Yes	BJM/EMS	USGS	6.34	216	Fair	0.01	0.20	DebrisHeavy	NONE
USGS	02087275	152	2010-04-08 12:17:30	EDT	Yes	GDC	USGS	4.78	36.9	Fair	-0.01	0.40	Unspecifed	NONE
USGS	02087275	153	2010-06-15 09:57:30	EDT	Yes	EMS	USGS	4.91	43.5	Fair	-0.01	0.70	Clear	NONE
USGS	02087275	154	2010-08-27 13:41:00	EDT	Yes	PSS	USGS	5.13	65.7	Fair	0.00	0.60	Clear	NONE
USGS	02087275	155	2010-09-30 15:16:00	EDT	Yes	PSS/BJM	USGS	12.38	2870	Poor	-0.29	0.70		NONE
USGS	02087275	156	2010-10-01 11:23:00	EDT	Yes	TLM	USGS	9.41	1220	Poor	-0.03	0.40	Clear	NONE
USGS	02087275	157	2010-10-15 12:49:30	EDT	Yes	PSS	USGS	5.36	79.8	Fair	-0.01	1.00	Clear	NONE
USGS	02087275	158	2010-12-28 11:01:30	EST	Yes	BJM	USGS	4.94	45.1	Good	0.00	0.20	DebrisModerate	NONE
USGS	02087275	160	2011-04-05 13:58:30	EDT	Yes	PJC	USGS	5.49	97.5	Fair	0.01	1.00	Unspecifed	NONE
USGS	02087275	161	2011-06-06 14:04:30	EDT	Yes	PJC	USGS	4.44	16.3	Poor	0.02	0.80		NONE
USGS	02087275	162	2011-08-11 10:10:00	EDT	Yes	pjc	USGS	5.44	94.7	Fair	0.03	1.00	Clear	NONE
USGS	02087275	163	2011-10-05 10:10:00	EDT	Yes	pjc	USGS	4.67	27.2	Fair	0.01	0.80		NONE
USGS	02087275	164	2011-10-19 11:20:30	EDT	Yes	pjc	USGS	7.29	444	Good	0.04	0.30	Clear	NONE
USGS	02087275	166	2012-01-26 14:44:00	EST	Yes	pjc	USGS	5.10	57.2	Good	0.01	0.90	Unspecifed	NONE
USGS	02087275	167	2012-03-21 12:32:30	EDT	Yes	PJC/TLM	USGS	9.09	975	Poor	0.00	0.30	Clear	NONE
USGS	02087275	168	2012-05-09 10:40:00	EDT	Yes	PJC	USGS	5.52	111	Good	-0.01	0.30	Clear	NONE
USGS	02087275	169	2012-06-27 09:48:00	EDT	Yes	PJC	USGS	4.35	12.3	Poor	0.00	0.50	Clear	NONE
USGS	02087275	170	2012-06-28 09:56:00	EDT	Yes	PJC	USGS	4.34	11.0	Fair	0.00	0.70	Clear	NONE
USGS	02087275	171	2012-08-22 15:37:30	EDT	Yes	PJC	USGS	5.45	105	Poor	0.05	0.30	Clear	NONE
USGS	02087275	172	2012-09-27 10:13:30	EDT	Yes	PJC	USGS	4.60	24.3	Fair	-0.02	0.80	Clear	NONE
USGS	02087275	173	2012-09-27 12:15:30	EDT	Yes	PJC	USGS	4.56	21.8	Fair	-0.02	0.80	Clear	NONE
USGS	02087275	174	2012-10-02 10:57:30	EDT	Yes	PJC	USGS	5.53	120	Fair	0.00	0.30	Clear	NONE
USGS	02087275	175	2012-11-30 10:21:30	EST	Yes	PJC	USGS	4.42	14.4	Fair	0.00	0.80	Clear	NONE
USGS	02087275	176	2013-01-23 14:11:00	EST	Yes	PJC	USGS	5.18	65.3	Fair	0.00	1.10	Clear	NONE
USGS	02087275	177	2013-03-19 14:14:00	EDT	Yes	PJC	USGS	5.34	82.7	Fair	0.02	1.20	Clear	NONE
USGS	02087275	178	2013-05-08 15:41:00	EDT	Yes	PJC	USGS	6.67	327	Fair	-0.01	0.30	Clear	NONE
USGS	02087275	179	2013-05-21 14:21:00	EDT	Yes	PJC	USGS	7.66	601	Poor	-0.05	0.60	Clear	NONE
USGS	02087275	180	2013-06-07 18:18:30	EDT	Yes	SAD/PJC	USGS	19.34	4760	Fair	0.00	0.30	Unspecifed	NONE
USGS	02087275	181	2013-07-09 10:45:00	EDT	Yes	PJC	USGS	4.99	42.8	Fair	-0.03	1.00	Clear	NONE
USGS	02087275	182	2013-10-21 14:30:00	EDT	Yes	PJC	USGS	4.51	15.8	Fair	-0.01	0.70	Clear	NONE
USGS	02087275	183	2013-12-06 12:07:30	EST	Yes	jmf	USGS	4.72	28.0	Fair	-0.03	0.80		NONE
USGS	02087275	184	2014-02-03 13:02:30	EST	Yes	jmf	USGS	5.21	66.3	Good	0.00	1.00	Clear	NONE
USGS	02087275	185	2014-03-21 09:32:00	EDT	Yes	jmf	USGS	5.89	162	Good	0.00	0.50	Clear	NONE
USGS	02087275	186	2014-03-31 09:00:30	EDT	Yes	JIM/BAA	USGS	6.91	366	Good	-0.01	0.20	Clear	NONE
USGS	02087275	187	2014-03-31 17:13:00	EDT	Yes	jmf/cw	USGS	6.56	284	Fair	-0.01	0.50	Clear	NONE
USGS	02087275	188	2014-05-16 09:13:30	EDT	Yes	JIM/JMF	USGS	13.95	2880	Poor	-0.30	0.50	DebrisModerate	NONE
USGS	02087275	189	2014-07-02 09:09:00	EDT	Yes	jmf	USGS	4.77	32.7	Good	0.01	0.80	Clear	NONE
USGS	02087275	190	2014-08-21 09:52:00	EDT	Yes	jmf	USGS	5.58	105	Fair	0.10	1.00	Clear	NONE
USGS	02087275	191	2014-10-22 12:02:30	EDT	Yes	jmf	USGS	4.73	32.3	Fair	0.00	0.30	Clear	NONE
USGS	02087275	192	2014-12-10 11:25:00	EST	Yes	jmf	USGS	5.81	150	Fair	0.01	0.50	Clear	NONE
USGS	02087275	193	2015-02-04 10:52:30	EST	Yes	jmf	USGS	5.44	96.3	Fair	0.00	0.30	Clear	NONE
USGS	02087275	194	2015-04-08 15:45:30	EDT	Yes	jmf	USGS	4.87	41.7	Fair	0.00	0.50	Clear	NONE
USGS	02087275	195	2015-06-04 14:42:30	EDT	Yes	jmf	USGS	4.60	23.8	Fair	-0.02	0.80	Clear	NONE
USGS	02087275	196	2015-06-19 08:45:00	EDT	Yes	jmf	USGS	10.42	1240	Poor	-0.17	0.50	Clear	NONE
USGS	02087275	197	2015-07-24 12:02:30	EDT	Yes	jmf	USGS	6.10	199	Fair	0.00	0.30	Clear	NONE
